,GeneralRanking,Surname First name Club / Team,Cat.,Class.Cat.,Time,Difference/ 1st,Nationality
1176,1177,"1357  - MARCELLINI Matteo ATLETICA CASONE, NOCETO",V1H,528,43:15:01,22:30:45,IT
1177,1178,2412  - BEROUD Matthieu,V1H,529,43:15:33,22:31:17,FR
1178,1179,2581  - CROIZILLE Arnaud,V1H,530,43:15:35,22:31:19,FR
1179,1180,1766  - CHARLES Sébastien PLM CONFLANS,V1H,531,43:16:49,22:32:33,FR
1180,1181,2188  - MEIRA RODRIGUES Jose PAREDES AVENTURA,V1H,532,43:17:25,22:33:09,PT
1181,1182,2110  - CIRBIAN Jesus Beer Runners Barcelona,SEH,388,43:19:43,22:35:27,ES
1182,1183,1876  - QIU Yifan,V1H,533,43:19:52,22:35:36,CN
1183,1184,1957  - BRICHARD Marc,SEH,389,43:19:59,22:35:43,FR
1184,1185,2260  - XING Zhekui,SEH,390,43:20:15,22:35:59,CN
1185,1186,1201  - KITSON Brian,V1H,534,43:21:03,22:36:47,IE
1186,1187,2087  - MAGNONI Fabrizio,V3H,10,43:21:05,22:36:49,IT
1187,1188,1736  - MINIUR Jacek,V2H,153,43:21:12,22:36:56,PL
1188,1189,584  - BENGTSSON Martin ADVENTURE KAJAK,V1H,535,43:21:55,22:37:39,SE
1189,1190,1502  - ANDERSSON Sebastian,V1H,536,43:21:56,22:37:40,SE
1190,1191,444  - LI Hairong CEIBS RUNNING CLUB,V1H,537,43:22:58,22:38:42,CN
1191,1192,2310  - LONDOT Claude,V2H,154,43:22:59,22:38:43,BE
1192,1193,2196  - MARCONCINI Massimo A.S.D. COURMAYEUR TRAILERS,SEH,391,43:23:01,22:38:45,IT
1193,1194,400  - BOUVIER Jean Louis SAMOENS TRAIL TEAM,V3H,11,43:23:15,22:38:59,FR
1194,1195,2162  - BRICAUD Freddy AS CHU NANTES,V1H,538,43:24:00,22:39:44,FR
1195,1196,1352  - MOYSAN Patrick AS CHU NANTES,V1H,539,43:24:03,22:39:47,FR
1196,1197,2917  - JIMENEZ Alex TROTONES CLUB,V1H,540,43:24:08,22:39:52,CO
1197,1198,1827  - MORENTE Agustin C.A. ALCOY,V2H,155,43:24:47,22:40:31,ES
1198,1199,2551  - MARSHALL Daniel,V1H,541,43:25:22,22:41:06,AU
1199,1200,1514  - SAUVAGEOT David S/L ENTENTE CHAUMONT AC,V1H,542,43:25:24,22:41:08,FR
1200,1201,1986  - ROLL Jorge,V2H,156,43:25:29,22:41:13,CL
1201,1202,2094  - DOS SANTOS Jorge,V1H,543,43:25:35,22:41:19,PT
1202,1203,1607  - CHEVALIER Bernard,V2H,157,43:25:59,22:41:43,FR
1203,1204,2119  - TOWER-PIERCE Hugh,V1H,544,43:26:00,22:41:44,US
1204,1205,342  - PAVÓN GUERRA Ángel AIIIIIDELANTE TEAM,SEH,392,43:26:19,22:42:03,ES
1205,1206,1818  - CHIODO Andrea CB SPORT PODISTICA CARAMAGNA,SEH,393,43:26:36,22:42:20,IT
1206,1207,2303  - MARMORI BATTILANA Mario Marcelo,SEH,394,43:26:38,22:42:22,PY
1207,1208,2290  - CANESE Andrés,V2H,158,43:26:43,22:42:27,PY
1208,1209,2182  - KULINOVIĆ Saša ORJEN OUTDOOR,SEH,395,43:26:56,22:42:40,ME
1209,1210,2027  - GOMEZ ATIENZA Ricardo Independiente,SEH,396,43:28:04,22:43:48,ES
1210,1211,2331  - VARGA Igor SRD315SJEVEROZAPA,V1H,545,43:28:12,22:43:56,HR
1211,1212,1754  - SCHREIBER Tobias SENIOREN LAUFTREFF,SEH,397,43:29:25,22:45:09,DE
1212,1213,1060  - SROMEK Piotr,V1H,546,43:29:41,22:45:25,PL
1213,1214,1540  - BLANC Alain GAP HAUTES ALPES ATHLETISME,V2H,159,43:31:21,22:47:05,FR
1214,1215,1610  - BRADY Joe Basecamp,SEH,398,43:31:58,22:47:42,GB
1215,1216,1992  - COSTA MOREIRA Sérgio BLUE O,SEH,399,43:31:59,22:47:43,PT
1216,1217,1207  - WANG Yuan BOBCATS,SEH,400,43:32:13,22:47:57,CN
1217,1218,1358  - RHANC Jean Philippe CAROUX X TRAIL,V1H,547,43:32:19,22:48:03,FR
1218,1219,917  - POWER Sophie,SEF,47,43:33:09,22:48:53,GB
1219,1220,2142  - JAFFRE Andre,V2H,160,43:33:14,22:48:58,FR
1220,1221,1920  - JEANNESSON Jonathan,SEH,401,43:33:16,22:49:00,FR
1221,1222,1601  - KIKUCHI Atsushi TEAM100MILE,V1H,548,43:33:17,22:49:01,JP
1222,1223,1412  - PACHECO Fernando,V1H,549,43:33:21,22:49:05,ES
1223,1224,2148  - LUCIC Branko ULTRA RUNNER SERBIA,SEH,402,43:33:40,22:49:24,RS
1224,1225,2852  - XU Lei,SEH,403,43:34:14,22:49:58,CN
1225,1226,2434  - WATANABE Atsushi,V1H,550,43:36:17,22:52:01,JP
1226,1227,1248  - BLANC Philippe BEDOIN CYCLO SPORT,V2H,161,43:36:49,22:52:33,FR
1227,1227,1303  - TAKENAGA Satoko,SEF,48,43:36:49,22:52:33,JP
1228,1227,2547  - SEBASTIEN Guy SC ARLES,V2H,161,43:36:49,22:52:33,FR
1229,1230,305  - GU Bing COLUMBIA,SEH,404,43:36:58,22:52:42,CN
1230,1231,1139  - BASSANELLI Veronica,V1F,46,43:38:01,22:53:45,IT
1231,1232,2055  - MANZONI Marco,V1H,551,43:38:02,22:53:46,IT
1232,1233,2153  - MAGONI Paolo ATLETICA VAL BREMBANA,V1H,552,43:38:03,22:53:47,IT
1233,1234,1815  - MANDARAKAS Jose,V1H,553,43:38:23,22:54:07,PA
1234,1235,1356  - BUCK Nicolas ASPHALTE 94,V1H,554,43:38:39,22:54:23,FR
1235,1236,2263  - PFEIFFER Pascal,V1H,555,43:38:51,22:54:35,FR
1236,1237,1629  - ORR David,V1H,556,43:39:16,22:55:00,CA
1237,1238,1751  - BOSQUE EROLES Ruben INDEPENDIENTE,SEH,405,43:39:43,22:55:27,ES
1238,1239,2730  - EVENDEN Matt,SEH,406,43:40:40,22:56:24,GB
1239,1240,2539  - AGNESINA Alberto MASTER NOVARA,V1H,557,43:40:46,22:56:30,IT
1240,1241,2554  - GICQUEL Yann,SEH,407,43:41:41,22:57:25,FR
1241,1242,1904  - CHENG Wing Kai FAITHWALKERS,SEH,408,43:41:45,22:57:29,HK
1242,1242,2032  - LUK Yuk FAITHWALKERS,V2H,163,43:41:45,22:57:29,HK
1243,1244,2089  - AQUINO Patrick Hervic KALENJI TEAM,SEH,409,43:41:48,22:57:32,PH
1244,1245,2816  - BELETOIU Claudiu Ionel SUNT IN FORMA,SEH,410,43:42:14,22:57:58,RO
1245,1246,2006  - SATO Takashi 庄内ゆるラン,V1H,558,43:42:35,22:58:19,JP
1246,1247,2348  - GALEA Éric TEAM IRON RACE,V1H,559,43:43:40,22:59:24,FR
1247,1248,2882  - N GUYEN VAN Sebastien TEAM IRONRACE/CROSSCALL,V1H,560,43:43:56,22:59:40,FR
1248,1249,2221  - ECHAITI Mohamed AC ST REMY DE PROVENCE,V1H,561,43:44:09,22:59:53,FR
1249,1250,2662  - MARAIS Sebastien,SEH,411,43:44:20,23:00:04,FR
1250,1251,421  - ANDRE Loïc SPHENISCUS,V1H,562,43:44:33,23:00:17,FR
1251,1252,340  - MAILLOCHON David ENT'RAID,V2H,164,43:45:00,23:00:44,FR
1252,1253,2352  - LE GOUGUEC Christophe ENT'RAID 49,V2H,165,43:45:02,23:00:46,FR
1253,1254,2480  - REMONDEAU Pascal KIKOUROU,V2H,166,43:45:17,23:01:01,FR
1254,1255,2587  - FUJIOKA Toru,V1H,563,43:45:54,23:01:38,JP
1255,1256,1728  - YEUNG Ho Yin The Peak Hunter,SEH,412,43:46:42,23:02:26,HK
1256,1257,2847  - SIK KUEN Yu,SEH,413,43:47:09,23:02:53,HK
1257,1258,1326  - JAMET Christophe CAP D'AIL MACADAM,V1H,564,43:47:28,23:03:12,FR
1258,1259,427  - GILLET Joachim DES SPORTS DE MEGEVE,V1H,565,43:47:50,23:03:34,FR
1259,1260,1789  - VERVY Quentin TEAM QU.BE,SEH,414,43:48:04,23:03:48,BE
1260,1261,1495  - FOWELL Mark ROLLS-ROYCE HARRIERS,V2H,167,43:49:14,23:04:58,GB
1261,1262,2877  - LELOUP Laurent GENARPS IF,V1H,566,43:49:41,23:05:25,FR
1262,1263,1504  - FOSSEY Patrick TEAM RAIDLIGHT,V1H,567,43:50:08,23:05:52,FR
1263,1264,1628  - FUNG Sze Ming,V1H,568,43:50:12,23:05:56,HK
1264,1265,2035  - TSUI Yuk Ming,SEH,415,43:50:14,23:05:58,HK
1265,1266,2641  - YU Hanju,SEH,416,43:50:57,23:06:41,CN
1266,1267,2128  - BOSETTI Stefano,V1H,569,43:51:32,23:07:16,IT
1267,1268,2410  - QUIRION Mike,SEH,417,43:51:51,23:07:35,CA
1268,1269,2207  - MATSUMOTO Naoya,V2H,168,43:52:00,23:07:44,CN
1269,1270,2134  - TANTISAN Watcharin,SEH,418,43:52:05,23:07:49,TH
1270,1271,2229  - FU Shuai Kalenji Ultra Trail Team,SEH,419,43:52:14,23:07:58,CN
1271,1272,1132  - JENNINGS Karen,V2F,8,43:52:17,23:08:01,ZA
1272,1272,1597  - LU Bo 大连海事大学@西安电子科技大学,SEH,420,43:52:17,23:08:01,CN
1273,1274,635  - CAMPBELL Richard ROSSENDALE HARRIERS & ATHLETIC CLUB,V1H,570,43:52:49,23:08:33,GB
1274,1275,850  - OGAWA Ruriko,V1F,47,43:52:53,23:08:37,JP
1275,1276,1814  - MAGRIT Pierre RAC,V1H,571,43:53:51,23:09:35,FR
1276,1277,763  - GONTERO Cristina ASD VIGONECHECORRE,V1F,48,43:53:52,23:09:36,IT
1277,1278,1669  - PIZZA Roberto ASD VIGONECHECORRE,V1H,572,43:53:54,23:09:38,IT
1278,1279,2194  - SERRA GARCIA Tomas BLUE TRIBE,V3H,12,43:54:04,23:09:48,ES
1279,1280,1064  - ANDRE Jordan,SEH,421,43:55:05,23:10:49,FR
1280,1281,2567  - DEBREE Laurent IMPULSION TRAIL ANGERS,V2H,169,43:55:15,23:10:59,FR
1281,1282,2834  - PEREZ COMENDADOR David INDEPENDIENTE,SEH,422,43:55:26,23:11:10,ES
1282,1283,1503  - CHEN Shaoli,V1H,573,43:55:48,23:11:32,CN
1283,1284,2639  - LANG Michel,V2H,170,43:56:36,23:12:20,FR
1284,1285,1189  - SALMON Anne ATHLEFORM42,V2F,9,43:57:16,23:13:00,FR
1285,1286,1843  - MEUNIER Aurélien,SEH,423,43:57:18,23:13:02,FR
1286,1286,2097  - GOSSELIN Serge,V2H,171,43:57:18,23:13:02,CA
1287,1288,804  - BÉLANGER Alain,V1H,574,43:57:23,23:13:07,CA
1288,1289,1393  - GONZALEZ TORO Alberto,SEH,424,43:58:49,23:14:33,ES
1289,1290,2642  - JO Yong-Gook,V1H,575,43:59:14,23:14:58,KR
1290,1291,2288  - WONG Chiwai,V1H,576,44:01:06,23:16:50,HK
1291,1292,2341  - SAKAI Tomokazu,V1H,577,44:01:25,23:17:09,JP
1292,1293,2149  - SAWAI Yutaka,SEH,425,44:01:31,23:17:15,JP
1293,1294,2295  - BERTINI Massimiliano KRATOS TEAM,V1H,578,44:04:03,23:19:47,IT
1294,1295,2298  - PESTOURIE Eric ATHLETISME SAINT-PANTALEON,V2H,172,44:04:10,23:19:54,FR
1295,1296,1792  - OLEK Pascal WTL LAXOU,V1H,579,44:04:14,23:19:58,FR
1296,1297,1805  - TRELCAT Xavier WTL,V2H,173,44:04:18,23:20:02,FR
1297,1298,2474  - JIANG Bin UTTG CLUB,V1H,580,44:05:04,23:20:48,CN
